Q=[
[ 236.000000,	54.000000,	5.000000,	33.000000,	42.000000,	]
[ 1537.522949,	2119.501465,	536.863159,	516.264893,	2176.712891,	1946.152466,	867.021484,	870.349854,	0.000000,	812.411560,	193.464188,	898.181152,	2176.718506,	723.047852,	851.160095,	212.378799,	926.959106,	2075.844971,	12.014615,	315.557465,	581.798279,	2112.955811,	896.855164,	555.574402,	4.002488,	916.970520,	2119.501465,	903.382690,	740.481628,	821.962524,	329.937622,	236.331100,	329.523743,	2021.203125,	899.462646,	784.787109,	858.389160,	332.437561,	1227.401855,	632.713318,	534.934082,	431.793884,	759.233887,	524.440125,	732.696960,	772.374512,	751.904724,	668.304321,	614.878113,	899.462646,	903.435913,	891.598206,	431.793884,	1581.008667,	668.821167,	660.855347,	818.356018,	2165.582275,	720.872925,	433.888428,	586.894287,	1230.683105,	584.913147,	892.703308,	607.023071,	2172.177490,	756.695618,	710.438904,	926.723999,	166.249100,	483.846283,	938.980591,	672.277100,	571.812195,	536.579529,	916.970520,	536.554138,	1992.380615,	762.849243,	817.851135,	852.880798,	954.087280,	1227.401855,	449.293304,	528.370178,	756.928833,	720.936096,	2168.011230,	1947.240601,	463.235016,	1944.876099,	902.154236,	49.567448,	902.427063,	902.427063,	2119.501465,	892.533142,	559.154602,	472.371307,	899.358154,	734.342773,	1925.225952,	589.955200,	2113.573242,	606.120422,	2165.722168,	565.578003,	1942.949707,	814.724854,	876.440308,	3449.016113,	530.525940,	535.901855,	579.071899,	532.486755,	536.850281,	709.810059,	536.142944,	729.188110,	609.794678,	520.812500,	2127.610596,	800.405701,	1211.497803,	197.667526,	2226.765137,	667.385437,	712.528381,	298.049988,	147.034912,	586.894287,	718.579102,	539.687195,	1928.920776,	928.143799,	2176.285889,	570.604919,	927.361938,	584.561279,	920.091431,	590.888794,	694.742920,	738.830811,	646.472473,	463.489868,	345.106445,	905.145142,	678.457825,	900.314453,	509.058655,	]
[ 2178.081787,	2609.004150,	561.800659,	377.364532,	2437.079346,	2510.194336,	112.371353,	77.249931,	812.411560,	0.000000,	669.484802,	1048.163330,	2501.119629,	89.377457,	43.575146,	831.990112,	115.117897,	2541.844971,	810.675903,	714.271118,	560.934753,	2585.426270,	1049.637573,	257.460815,	813.818604,	1068.276978,	2609.004150,	1063.277710,	72.155472,	1582.468262,	501.581024,	761.148315,	848.705078,	2576.208252,	1053.532349,	872.877808,	64.366226,	499.546692,	1673.588623,	213.602676,	278.153198,	706.989441,	1104.051392,	673.945923,	80.598160,	65.552788,	1465.307129,	966.115906,	378.094635,	1053.532349,	1056.538696,	95.623741,	706.989441,	2015.817139,	968.899658,	163.763000,	8.171591,	2476.379639,	1434.242065,	541.091370,	581.666748,	1675.472290,	773.908508,	1057.572510,	786.350159,	2429.849854,	1383.330566,	101.988075,	114.684296,	658.454895,	808.786133,	169.527908,	969.838440,	241.015045,	463.263428,	1068.276978,	275.858276,	2444.853516,	51.879200,	1199.890015,	1621.401978,	145.129593,	1673.588623,	370.683289,	1298.404297,	57.033001,	1437.094482,	2429.507568,	2516.630615,	946.215210,	2516.933594,	130.270020,	861.181885,	1054.376221,	1054.376221,	2609.004150,	1043.006104,	769.695374,	942.307739,	1058.716431,	1499.291992,	2499.803467,	766.817993,	2606.959961,	223.445358,	2476.176270,	392.372162,	2510.851074,	1316.990601,	64.575348,	3445.496094,	281.893219,	276.601410,	764.237061,	279.930542,	275.721680,	1396.076660,	276.316223,	85.598450,	823.487183,	380.150330,	2608.472168,	1565.408813,	1686.833496,	861.549561,	2556.560059,	780.135864,	100.102898,	897.962463,	959.445190,	581.666748,	93.902916,	272.912659,	2180.276123,	116.266762,	2486.894043,	252.059799,	115.402275,	568.787415,	1270.471802,	771.448730,	855.539551,	73.623573,	169.650009,	1267.130737,	496.341492,	1068.535645,	1165.635986,	1053.333008,	358.492950,	]
[ 1729.165405,	2299.028809,	542.228638,	446.583740,	2322.649170,	2132.978760,	740.963196,	735.497131,	193.464188,	669.484802,	0.000000,	990.857666,	2333.271973,	582.049011,	704.280151,	360.980255,	784.349426,	2252.261230,	199.545227,	394.031830,	585.026794,	2290.376465,	990.115295,	423.394958,	192.321732,	1011.173706,	2299.028809,	998.766602,	599.907837,	1013.555786,	167.917725,	346.131622,	463.286041,	2207.420898,	993.202087,	852.821411,	722.689270,	169.938553,	1393.081909,	519.894592,	404.121918,	497.506836,	889.416016,	569.666504,	593.481750,	639.968079,	945.132812,	779.853088,	558.004395,	993.202087,	997.202759,	756.767334,	497.506836,	1749.448975,	781.012695,	508.859955,	676.327942,	2319.854248,	914.027283,	429.192352,	596.585022,	1396.185181,	655.209595,	988.584473,	678.005188,	2317.610352,	942.185791,	569.753784,	783.753418,	61.609402,	579.299438,	813.735962,	784.128174,	438.027130,	505.778015,	1011.173706,	401.112488,	2166.561279,	617.960632,	959.694946,	1043.207886,	814.407471,	1393.081909,	299.121063,	720.395447,	617.436401,	914.183044,	2314.063477,	2134.562988,	604.742493,	2132.431885,	774.469666,	229.495712,	995.852783,	995.852783,	2299.028809,	984.952087,	631.620178,	611.128235,	994.354797,	925.793823,	2112.945801,	657.420044,	2293.534180,	487.689453,	2319.939453,	510.147675,	2130.122803,	981.113281,	734.005981,	3555.384033,	395.694794,	402.043549,	647.200195,	397.495789,	403.501312,	901.298462,	401.791351,	591.637451,	691.288513,	453.503876,	2306.135254,	991.521606,	1381.653320,	361.899445,	2384.550537,	728.104858,	572.745422,	259.683411,	322.909149,	596.585022,	578.076843,	406.381195,	2070.783203,	785.468079,	2330.612793,	450.642303,	784.543152,	590.210022,	1059.577515,	659.630188,	772.331360,	597.684265,	499.843597,	645.336426,	174.777756,	1001.473450,	836.615417,	993.858093,	427.536804,	]
[ 1299.188232,	1586.057007,	526.150146,	733.001465,	1400.433228,	1532.412109,	995.324829,	1038.007202,	898.181152,	1048.163330,	990.857666,	0.000000,	1454.243530,	1000.193420,	1086.636963,	691.967285,	1105.862427,	1511.679810,	886.221741,	598.438477,	506.857635,	1556.571533,	3.376607,	916.637512,	902.159790,	21.395876,	1586.057007,	16.394600,	1005.437744,	1048.651611,	961.744812,	663.924255,	575.220459,	1589.183105,	6.140895,	175.696335,	1036.196899,	963.132690,	680.271729,	865.269653,	908.617859,	494.561676,	240.378586,	442.418549,	996.416199,	982.983398,	871.528931,	240.738037,	679.051208,	6.140895,	8.382402,	1048.477051,	494.561676,	990.147034,	241.307922,	1021.947021,	1046.778564,	1430.760986,	854.327698,	613.969238,	485.782288,	680.986938,	340.709137,	18.114363,	318.666412,	1393.799561,	683.017456,	993.901001,	1107.580566,	929.262085,	416.126709,	1026.291626,	237.657501,	925.303162,	621.841980,	21.395876,	923.547607,	1412.322388,	1034.243530,	297.201813,	1096.961426,	1105.986450,	680.271729,	951.691223,	911.862244,	1007.560791,	861.281128,	1392.491821,	1542.462646,	470.181702,	1544.754883,	1019.560730,	920.029968,	6.216541,	6.216541,	1586.057007,	5.970394,	361.930054,	457.274719,	13.044288,	1007.386047,	1530.426636,	340.914581,	1585.665649,	879.994507,	1430.597290,	682.825012,	1535.861694,	484.480652,	1077.804077,	2564.632080,	920.494690,	918.385254,	349.902496,	921.355225,	916.939392,	785.086487,	919.995972,	987.940979,	300.059998,	725.645264,	1582.164795,	1049.519897,	712.612488,	718.666260,	1509.477417,	287.520447,	990.914612,	1194.449707,	944.202148,	485.782288,	996.306824,	917.312134,	1142.501953,	1106.857788,	1441.363281,	879.492615,	1107.156738,	498.526581,	294.573730,	337.760254,	223.942459,	1007.246460,	994.379639,	1010.698303,	983.673157,	22.143112,	423.604645,	5.434824,	766.215576,	]
[ 1091.440308,	521.355957,	1971.056152,	2179.586182,	187.983170,	772.599915,	2441.556152,	2486.273438,	2176.718506,	2501.119629,	2333.271973,	1454.243530,	0.000000,	2454.402832,	2538.644775,	1974.664673,	2552.026611,	438.490509,	2165.732422,	1961.062256,	1957.396240,	462.336395,	1452.973999,	2363.041504,	2179.975830,	1433.737427,	521.355957,	1439.605469,	2459.667725,	1702.547119,	2358.954834,	1989.404541,	1870.381348,	743.271240,	1449.084229,	1629.939697,	2485.530518,	2360.872314,	955.854004,	2318.726807,	2352.943359,	1890.767456,	1458.051514,	1872.559326,	2450.657227,	2436.244385,	1604.895020,	1586.982300,	2133.022217,	1449.084229,	1445.907593,	2495.036133,	1890.767456,	626.724609,	1584.923706,	2473.440918,	2499.404053,	43.907833,	1621.444824,	2042.273315,	1936.103149,	952.282532,	1764.554565,	1446.043945,	1746.280029,	196.404312,	1478.865356,	2448.001953,	2553.890381,	2275.670654,	1786.533813,	2464.393311,	1582.655151,	2373.072266,	2070.216553,	1433.737427,	2367.367432,	405.301941,	2488.413086,	1377.563843,	1724.506836,	2548.597168,	955.854004,	2379.304932,	1840.997437,	2461.619629,	1626.829468,	186.168121,	791.939941,	1728.850586,	801.612061,	2462.833008,	2173.324219,	1448.029663,	1448.029663,	521.355957,	1459.588501,	1778.208252,	1723.070801,	1444.254761,	1746.686890,	810.575012,	1768.525146,	533.948669,	2331.908936,	44.836811,	2134.365479,	786.483276,	1364.141113,	2527.545654,	1554.230469,	2363.688232,	2362.374756,	1774.694580,	2364.761230,	2361.117432,	1582.363159,	2363.937988,	2442.180908,	1715.300171,	2172.806641,	492.814728,	1725.575562,	983.442444,	1980.786011,	55.877499,	1733.970947,	2445.064453,	2455.221191,	2141.976562,	1936.103149,	2450.494385,	2361.825195,	351.663940,	2552.949219,	41.267624,	2328.726807,	2553.362061,	1949.077637,	1282.042725,	1764.354492,	1661.506714,	2461.485840,	2445.839844,	1989.239746,	2382.048096,	1434.541138,	1499.019165,	1449.194580,	2211.588867,	]
[ 2101.436035,	2546.966553,	497.075653,	301.573975,	2396.403809,	2441.061035,	170.380157,	154.503647,	723.047852,	89.377457,	582.049011,	1000.193420,	2454.402832,	0.000000,	129.730286,	745.549255,	204.115662,	2481.737061,	721.298523,	632.209229,	501.684784,	2524.884766,	1001.437866,	168.198914,	724.463684,	1020.791016,	2546.966553,	1014.798157,	17.861179,	1495.820557,	414.172241,	675.691833,	766.531677,	2508.085938,	1005.326538,	824.512329,	141.391769,	412.203766,	1610.069946,	140.510040,	188.881592,	632.318787,	1040.280029,	607.333862,	13.713980,	68.461349,	1381.080322,	902.144775,	321.711731,	1005.326538,	1008.520264,	175.520370,	632.318787,	1955.897339,	904.839294,	86.404022,	95.380737,	2430.879150,	1349.894409,	464.730499,	522.868835,	1612.088135,	710.553284,	1008.435425,	724.588684,	2389.404785,	1303.898193,	12.610646,	203.797745,	569.623108,	736.371094,	240.026398,	906.013306,	151.713943,	396.633606,	1020.791016,	186.494812,	2385.599365,	42.894875,	1135.264160,	1534.349731,	232.732483,	1610.069946,	282.934570,	1210.711304,	35.607788,	1352.598755,	2388.675049,	2447.043701,	868.762085,	2447.112061,	199.341492,	771.841309,	1006.404968,	1006.404968,	2546.966553,	994.826233,	704.194397,	865.508362,	1010.151184,	1412.245972,	2429.707275,	704.140503,	2544.555176,	141.501801,	2430.708740,	327.021942,	2441.378174,	1245.231201,	153.521255,	3437.500488,	192.523117,	187.225220,	700.651001,	190.561569,	186.352554,	1313.114136,	186.938904,	18.467154,	760.646362,	305.488342,	2547.235352,	1478.473633,	1621.006470,	774.450134,	2509.587402,	724.410400,	11.557944,	814.740234,	870.080078,	522.868835,	4.878873,	183.547806,	2138.887939,	205.286346,	2441.467285,	166.058640,	204.469040,	509.827026,	1209.750244,	708.710510,	799.106079,	15.807125,	84.076195,	1178.007935,	409.975220,	1019.872620,	1092.659912,	1005.224304,	279.033600,	]
[ 2221.579346,	2650.363037,	604.269958,	420.930237,	2472.818115,	2552.860596,	122.064346,	75.372643,	851.160095,	43.575146,	704.280151,	1086.636963,	2538.644775,	129.730286,	0.000000,	874.498840,	82.662682,	2582.794434,	849.708191,	757.685852,	602.520996,	2626.466797,	1088.169678,	297.632721,	852.475891,	1106.605591,	2650.363037,	1101.870239,	113.439598,	1624.930664,	536.632385,	803.975281,	892.122620,	2618.710693,	1092.062500,	911.640564,	66.952774,	534.522888,	1715.362671,	257.176239,	318.273285,	750.446106,	1146.017456,	716.583130,	122.482773,	107.095459,	1508.472046,	1008.173889,	419.651825,	1092.062500,	1095.017334,	85.824356,	750.446106,	2056.794434,	1010.971863,	195.667007,	41.698288,	2513.558594,	1477.382202,	584.646301,	623.137390,	1717.220093,	815.972168,	1096.339355,	828.126709,	2465.519287,	1426.904053,	142.202713,	81.565300,	695.459473,	852.048401,	162.521515,	1011.869385,	281.088959,	506.102386,	1106.605591,	315.061829,	2485.623047,	88.385681,	1241.975586,	1663.677490,	116.126381,	1715.362671,	406.530029,	1340.304199,	99.764519,	1480.204590,	2465.296875,	2559.365234,	989.773621,	2559.702637,	128.150803,	899.706543,	1092.844604,	1092.844604,	2650.363037,	1081.538940,	812.107666,	985.845947,	1097.335083,	1541.567749,	2542.613281,	808.771179,	2648.395508,	266.617310,	2513.345459,	435.171112,	2553.568848,	1360.101440,	38.675766,	3469.136963,	321.154419,	316.134216,	806.346375,	319.181946,	315.372467,	1439.436401,	315.748901,	128.173340,	865.428040,	423.688538,	2649.661133,	1607.740479,	1729.028198,	903.770752,	2594.147705,	820.728394,	140.951614,	928.057861,	998.170837,	623.137390,	134.474167,	312.611694,	2216.303223,	83.631538,	2524.049072,	294.495575,	82.537498,	610.308716,	1311.794922,	813.408875,	896.206116,	114.385559,	205.504562,	1307.411499,	530.233765,	1107.171021,	1208.892944,	1091.838013,	402.008301,	]
[ 1398.265747,	1941.698975,	412.176788,	475.354218,	1969.363647,	1785.002197,	860.116150,	875.303711,	212.378799,	831.990112,	360.980255,	691.967285,	1974.664673,	745.549255,	874.498840,	0.000000,	940.370239,	1893.093628,	200.450653,	158.624557,	453.834839,	1931.701782,	690.444153,	582.034485,	216.180069,	710.082397,	1941.698975,	696.194580,	761.168762,	750.481873,	431.188995,	76.514801,	117.945503,	1858.154419,	692.863159,	592.031433,	865.152100,	433.638153,	1032.114990,	626.318115,	562.318359,	262.020294,	546.970093,	362.438110,	752.021851,	779.639832,	640.538940,	458.112793,	545.996094,	692.863159,	696.796692,	895.454956,	262.020294,	1388.498047,	458.466766,	703.799255,	836.299866,	1962.173950,	609.000488,	338.166443,	452.023010,	1035.225464,	397.677582,	685.426270,	418.218597,	1964.632324,	597.855347,	733.416870,	940.679382,	307.153839,	284.884125,	927.425293,	461.980713,	598.380493,	449.835022,	710.082397,	569.538391,	1806.541748,	788.230591,	607.740295,	789.764099,	962.035400,	1032.114990,	513.426270,	469.860291,	774.992981,	611.078247,	1960.703491,	1787.607422,	251.736343,	1785.989380,	895.639038,	228.392975,	695.914490,	695.914490,	1941.698975,	686.458008,	371.765015,	260.398254,	692.328552,	667.697021,	1766.915649,	404.500763,	1936.538452,	609.481506,	1962.283081,	501.348053,	1782.859741,	620.203918,	891.934692,	3236.980225,	563.525757,	566.971619,	393.728912,	565.429932,	567.155823,	579.881470,	567.802856,	746.453979,	414.034210,	476.503082,	1948.108154,	733.620483,	1020.998962,	38.160225,	2025.510864,	483.089905,	734.095947,	509.969788,	261.994690,	452.023010,	740.706482,	569.570862,	1720.017700,	941.600647,	1972.912476,	580.007690,	941.064636,	453.901031,	709.543884,	404.458496,	498.662079,	760.437317,	682.866943,	468.171417,	452.739807,	697.635254,	476.272308,	693.776794,	482.625275,	]
[ 2270.442139,	2680.442871,	645.248352,	476.014709,	2480.084717,	2591.572998,	110.636543,	70.898819,	926.959106,	115.117897,	784.349426,	1105.862427,	2552.026611,	204.115662,	82.662682,	940.370239,	0.000000,	2610.725342,	925.054443,	816.900635,	638.212158,	2654.843994,	1107.614014,	371.509491,	928.414734,	1125.210815,	2680.442871,	1121.500854,	186.540512,	1690.514160,	616.482117,	868.217712,	951.001709,	2656.105957,	1111.486084,	932.696411,	77.590202,	614.427734,	1748.596313,	315.256714,	392.189941,	800.427795,	1181.387085,	758.044312,	194.270706,	160.788528,	1569.533081,	1044.496826,	457.401184,	1111.486084,	1114.233398,	57.404236,	800.427795,	2085.264160,	1047.374878,	276.893860,	108.742386,	2525.709961,	1538.682007,	637.990051,	658.040771,	1750.295532,	853.057861,	1116.666992,	863.444885,	2472.563965,	1480.635132,	216.699753,	2.375930,	773.553162,	898.744324,	108.734016,	1048.011719,	355.189178,	550.656860,	1125.210815,	390.499573,	2512.701172,	166.390625,	1277.877441,	1730.132568,	34.426765,	1748.596313,	485.716309,	1408.431519,	170.057434,	1541.760010,	2472.734863,	2598.638672,	1041.911499,	2599.270996,	92.122032,	975.834717,	1112.028442,	1112.028442,	2680.442871,	1101.009644,	851.484863,	1037.163574,	1117.082397,	1608.066650,	2582.543213,	845.218140,	2678.905029,	331.091156,	2525.462891,	480.216583,	2592.705078,	1403.939697,	50.603924,	3444.167480,	396.495972,	391.061066,	843.761169,	394.541382,	390.109436,	1498.463989,	390.835052,	198.050537,	901.547424,	477.618225,	2678.813477,	1673.959106,	1764.903198,	970.915039,	2607.717041,	849.989258,	214.461823,	1010.333801,	1073.973755,	658.040771,	208.493896,	387.274658,	2224.752441,	1.231819,	2536.107910,	362.479279,	1.387595,	645.586548,	1343.101929,	849.875610,	925.450562,	188.308777,	284.545258,	1380.225708,	610.859497,	1126.950073,	1254.662598,	1111.166016,	461.132172,	]
[ 739.531799,	96.468300,	1984.833862,	2187.709473,	617.946411,	343.842346,	2501.017334,	2541.240967,	2075.844971,	2541.844971,	2252.261230,	1511.679810,	438.490509,	2481.737061,	2582.794434,	1893.093628,	2610.725342,	0.000000,	2066.125244,	1916.464111,	1981.382812,	46.067993,	1509.538818,	2364.934814,	2078.543213,	1493.928833,	96.468300,	1495.506226,	2490.119385,	1462.120483,	2310.210449,	1924.694214,	1804.796021,	305.791901,	1505.763916,	1680.303711,	2538.053711,	2312.423096,	876.116333,	2341.557861,	2351.486328,	1870.050171,	1442.769531,	1876.169312,	2480.545166,	2476.355225,	1404.807739,	1580.573242,	2163.934082,	1505.763916,	1503.458862,	2553.433838,	1870.050171,	526.032532,	1577.966553,	2484.569336,	2541.633545,	475.671204,	1427.866943,	2034.317261,	1960.467407,	873.707214,	1771.352417,	1499.042358,	1757.168823,	624.853516,	1327.113770,	2473.400879,	2612.293457,	2200.202148,	1762.283691,	2536.282959,	1576.596924,	2377.352295,	2085.532959,	1493.928833,	2364.628174,	101.010376,	2520.039307,	1349.556885,	1473.385498,	2613.515137,	876.116333,	2355.618896,	1657.823242,	2495.380127,	1431.725830,	613.881165,	362.289307,	1668.108398,	372.032227,	2527.236572,	2062.178223,	1505.691895,	1505.691895,	96.468300,	1515.997070,	1778.952148,	1665.714478,	1499.646362,	1522.968262,	384.068726,	1777.621094,	105.356651,	2347.877197,	476.661896,	2154.719727,	357.754089,	1276.034912,	2578.627686,	1952.896118,	2360.058350,	2360.068115,	1781.313232,	2361.435547,	2359.160645,	1405.814697,	2361.504883,	2472.347656,	1721.181641,	2182.195557,	77.658920,	1487.572998,	875.828186,	1890.397949,	433.976532,	1762.214233,	2471.281006,	2327.928223,	2011.893921,	1960.467407,	2477.348145,	2360.405273,	662.938416,	2611.780029,	477.585052,	2337.454102,	2611.971191,	1973.417236,	1272.016235,	1773.060913,	1686.687256,	2491.352051,	2457.509277,	1802.010864,	2333.088135,	1489.858398,	1427.687134,	1506.261353,	2216.532227,	]
[ 1530.286133,	2110.094727,	527.392578,	510.433533,	2165.329834,	1937.734131,	863.891418,	867.883240,	12.014615,	810.675903,	199.545227,	886.221741,	2165.732422,	721.298523,	849.708191,	200.450653,	925.054443,	2066.125244,	0.000000,	304.313751,	572.302124,	2103.333496,	884.891724,	553.560974,	15.954262,	904.998657,	2110.094727,	891.404907,	738.666565,	817.922302,	331.521118,	224.592712,	317.535217,	2012.682983,	887.495667,	773.171326,	856.004761,	334.038513,	1216.791382,	629.101746,	532.893005,	420.576324,	747.346619,	513.614258,	730.786316,	769.862305,	745.596985,	656.289734,	608.027222,	887.495667,	891.468323,	889.103210,	420.576324,	1570.621582,	656.806580,	660.158752,	816.537354,	2154.498291,	714.482849,	425.200714,	577.140137,	1220.062500,	573.380554,	880.723633,	595.458435,	2160.778320,	747.905090,	708.687927,	924.849915,	168.983932,	471.977478,	935.701721,	660.262451,	569.865417,	528.677490,	904.998657,	534.851257,	1982.458618,	761.352966,	806.193970,	849.350769,	951.910767,	1216.791382,	449.113159,	524.238403,	754.998108,	714.652100,	2156.631348,	1938.912964,	451.427979,	1936.592529,	899.099487,	54.728252,	890.461914,	890.461914,	2110.094727,	880.576233,	547.601807,	460.519165,	887.383118,	730.398438,	1916.973267,	578.476501,	2104.213379,	602.964844,	2154.635986,	558.799500,	1934.594116,	804.055359,	874.579102,	3437.023926,	528.799255,	534.082520,	567.589417,	530.764771,	534.989563,	702.457153,	534.359680,	727.151428,	598.043945,	514.831604,	2118.099121,	796.584534,	1201.178589,	186.181702,	2215.837646,	655.985962,	710.700806,	310.059174,	149.275955,	577.140137,	716.797913,	537.812988,	1917.404907,	926.243408,	2165.204590,	567.666016,	925.474365,	574.965332,	908.403259,	579.382629,	683.008606,	737.065125,	645.344238,	462.554260,	347.293243,	893.161804,	667.296631,	888.348694,	503.930206,	]
[ 1475.097290,	1971.913696,	253.593918,	341.710632,	1940.102539,	1836.835815,	728.508850,	748.991455,	315.557465,	714.271118,	394.031830,	598.438477,	1961.062256,	632.209229,	757.685852,	158.624557,	816.900635,	1916.464111,	304.313751,	0.000000,	295.265045,	1957.061646,	597.547119,	479.346649,	319.516327,	618.442688,	1971.913696,	605.744934,	646.251953,	880.717529,	398.594727,	88.426773,	134.437119,	1907.358643,	600.527710,	471.689667,	739.958435,	400.604218,	1042.585449,	502.117035,	461.645752,	116.272736,	504.749023,	212.068451,	636.666748,	656.921143,	752.796692,	387.360962,	397.103760,	600.527710,	604.533691,	768.183472,	116.272736,	1399.589600,	388.701630,	604.404236,	717.585999,	1945.086548,	722.076721,	188.435394,	293.965118,	1045.289917,	271.121918,	595.437744,	293.632294,	1934.686157,	673.631531,	620.804443,	817.477539,	332.513855,	185.343262,	792.533508,	391.685638,	494.662140,	297.915436,	618.442688,	471.889801,	1825.682007,	675.031738,	583.870239,	922.806946,	835.465881,	1042.585449,	442.086884,	612.697815,	658.163513,	725.313110,	1931.629395,	1841.096802,	250.727493,	1840.302979,	763.518860,	349.219971,	603.261597,	603.261597,	1971.913696,	592.580811,	245.792877,	251.565140,	601.401978,	801.818970,	1821.986816,	275.478394,	1967.840698,	491.416138,	1945.111572,	355.665771,	1835.881104,	644.001343,	770.553589,	3162.066406,	466.348846,	468.290955,	264.663177,	468.069092,	467.973236,	681.918091,	469.436707,	630.155518,	301.039734,	341.064117,	1975.899170,	866.222229,	1040.852417,	196.771133,	2013.650513,	352.189789,	620.656250,	602.316711,	407.106781,	293.965118,	627.334534,	469.938171,	1685.907837,	818.129700,	1955.868286,	467.119324,	817.727844,	295.467468,	679.455688,	276.724945,	384.682495,	646.059509,	580.421875,	624.425720,	421.718201,	608.273926,	490.089417,	601.232361,	356.165558,	]
