Q=[
[ 1030.494629,	1412.339722,	638.639465,	838.622925,	1363.102051,	1314.255737,	1170.914795,	1207.203735,	817.851135,	1199.890015,	959.694946,	297.201813,	1377.563843,	1135.264160,	1241.975586,	607.740295,	1277.877441,	1349.556885,	806.193970,	583.870239,	640.143311,	1391.956177,	293.826691,	1015.428284,	821.461182,	296.485016,	1412.339722,	285.415680,	1144.573730,	766.176697,	982.325073,	613.889648,	496.929871,	1378.243408,	292.306000,	394.672638,	1202.517822,	984.299927,	474.988953,	994.763672,	1002.176758,	522.669800,	96.646255,	528.013733,	1134.886719,	1134.903809,	588.356445,	233.805847,	822.639893,	292.306000,	293.561646,	1221.467163,	522.669800,	825.706421,	231.003754,	1135.155640,	1200.385620,	1362.320435,	574.912842,	685.018250,	619.997192,	477.093994,	426.003845,	279.222015,	414.494537,	1358.155762,	393.080597,	1126.431274,	1279.220947,	900.767639,	415.400757,	1215.332031,	230.140793,	1027.796631,	738.680725,	296.485016,	1015.468689,	1255.270264,	1174.653198,	0.000000,	813.860779,	1285.002075,	474.988953,	1012.128784,	673.923218,	1150.980225,	582.168030,	1354.495850,	1321.776001,	356.457947,	1322.704346,	1200.283203,	823.974915,	294.914459,	294.914459,	1412.339722,	296.630524,	431.071686,	349.030823,	285.942505,	]
[ 786.587036,	1485.277344,	1151.793701,	1261.486572,	1797.399902,	1244.338989,	1648.252686,	1664.822144,	852.880798,	1621.401978,	1043.207886,	1096.961426,	1724.506836,	1534.349731,	1663.677490,	789.764099,	1730.132568,	1473.385498,	849.350769,	922.806946,	1183.152100,	1498.816162,	1093.731567,	1368.914917,	853.289856,	1101.332031,	1485.277344,	1088.399658,	1550.252441,	48.461075,	1178.474121,	862.534424,	794.669617,	1322.667236,	1093.191772,	1126.483765,	1654.794189,	1181.023315,	856.641785,	1415.814575,	1348.759644,	975.971069,	856.701904,	1059.242065,	1541.212769,	1569.391479,	225.814911,	909.993042,	1318.134155,	1093.191772,	1095.358521,	1684.840698,	975.971069,	1104.566162,	907.533630,	1487.766602,	1625.839355,	1730.509033,	243.208130,	1110.827637,	1172.568726,	860.499084,	1020.178955,	1080.187622,	1027.631348,	1796.606934,	422.465729,	1522.094604,	1730.443481,	1018.282532,	913.208313,	1714.092163,	910.130066,	1385.420044,	1217.543457,	1101.332031,	1354.728760,	1416.391357,	1576.838379,	813.860779,	0.000000,	1751.584351,	856.641785,	1285.760620,	326.725098,	1564.374512,	236.502258,	1788.740723,	1239.232056,	753.993103,	1234.059570,	1683.623169,	813.712463,	1096.230103,	1096.230103,	1485.277344,	1094.806763,	1003.464539,	764.687439,	1087.762939,	]
[ 2282.890625,	2684.156982,	656.010071,	493.846558,	2474.140381,	2599.190918,	114.155273,	86.772057,	954.087280,	145.129593,	814.407471,	1105.986450,	2548.597168,	232.732483,	116.126381,	962.035400,	34.426765,	2613.515137,	951.910767,	835.465881,	646.703369,	2657.815430,	1107.828125,	398.569244,	955.627075,	1125.039673,	2684.156982,	1121.771240,	214.938461,	1711.517456,	646.489807,	889.155029,	969.180969,	2663.104736,	1111.684814,	933.939575,	97.096405,	644.476990,	1754.124756,	335.769775,	419.178802,	814.714661,	1188.396606,	768.615845,	222.044479,	183.491989,	1588.253906,	1052.137451,	467.895020,	1111.684814,	1114.339478,	67.331711,	814.714661,	2088.499512,	1055.046021,	308.410156,	138.109268,	2521.775146,	1557.540039,	654.288513,	666.103943,	1755.752563,	861.433044,	1117.241943,	871.017090,	2466.531250,	1495.797729,	245.200119,	36.128738,	802.234558,	911.313416,	89.587990,	1055.566406,	382.437714,	563.434937,	1125.039673,	418.275391,	2515.150391,	196.953827,	1285.002075,	1751.584351,	0.000000,	1754.124756,	515.420837,	1430.919434,	197.814835,	1560.746094,	2466.863770,	2606.510986,	1056.750244,	2607.277832,	86.430023,	1003.133179,	1112.124512,	1112.124512,	2684.156982,	1101.245972,	860.876343,	1051.625000,	1117.409668,	]
[ 659.471558,	937.396118,	1113.168335,	1313.528442,	983.160339,	853.334229,	1640.395752,	1678.237061,	1227.401855,	1673.588623,	1393.081909,	680.271729,	955.854004,	1610.069946,	1715.362671,	1032.114990,	1748.596313,	876.116333,	1216.791382,	1042.585449,	1112.865723,	917.930542,	677.500732,	1489.411133,	1230.489136,	666.588074,	937.396118,	663.983765,	1619.196289,	821.921936,	1438.912231,	1056.506958,	936.138367,	912.640442,	674.130859,	833.075745,	1674.085449,	1441.055176,	0.000000,	1469.593262,	1475.715942,	993.952881,	569.853271,	1002.953430,	1609.530762,	1608.395264,	685.848877,	707.987854,	1295.716309,	674.130859,	672.817932,	1691.761108,	993.952881,	357.522919,	705.271118,	1609.812134,	1673.870239,	949.154663,	695.510681,	1158.627808,	1092.349365,	3.929376,	899.979004,	664.596313,	887.250122,	980.445740,	531.176636,	1601.316162,	1750.023315,	1338.075195,	886.183655,	1681.297119,	704.161316,	1502.037109,	1213.438599,	666.588074,	1488.757935,	783.593872,	1649.251099,	474.988953,	856.641785,	1754.124756,	0.000000,	1480.045776,	899.578918,	1625.331543,	701.909302,	974.297974,	862.854980,	796.814819,	864.920044,	1668.606323,	1220.995850,	674.972412,	674.972412,	937.396118,	683.312622,	905.919983,	793.415466,	667.320435,	]
[ 1907.369385,	2412.691650,	429.424744,	241.899551,	2343.597656,	2278.297607,	443.830414,	436.509125,	449.293304,	370.683289,	299.121063,	951.691223,	2379.304932,	282.934570,	406.530029,	513.426270,	485.716309,	2355.618896,	449.113159,	442.086884,	458.468292,	2396.722656,	951.988220,	130.083282,	450.234528,	973.085388,	2412.691650,	963.585388,	300.791962,	1250.413208,	131.307114,	455.511505,	566.356262,	2349.156250,	955.651794,	785.623779,	423.649536,	129.390778,	1480.045776,	237.909485,	113.802559,	490.152771,	924.661560,	511.591339,	294.381317,	341.704010,	1152.708252,	792.578186,	345.311981,	955.651794,	959.400391,	457.751923,	490.152771,	1835.664062,	794.708862,	212.603622,	377.413055,	2360.428467,	1121.097290,	339.364929,	477.455353,	1482.596558,	618.456055,	955.007080,	638.436890,	2337.486084,	1104.330688,	270.632751,	485.186523,	289.490356,	596.793762,	516.390381,	796.884644,	142.670166,	346.167175,	973.085388,	106.548485,	2263.631592,	319.396057,	1012.128784,	1285.760620,	515.420837,	1480.045776,	0.000000,	959.165527,	318.316467,	1122.833130,	2335.389160,	2282.306641,	692.813904,	2281.369385,	476.648773,	496.744293,	957.574829,	957.574829,	2412.691650,	945.799988,	602.594299,	693.441528,	958.844788,	]
[ 1041.169434,	1685.968506,	854.612610,	944.959290,	1882.056641,	1477.284180,	1329.907349,	1344.288330,	528.370178,	1298.404297,	720.395447,	911.862244,	1840.997437,	1210.711304,	1340.304199,	469.860291,	1408.431519,	1657.823242,	524.238403,	612.697815,	890.176758,	1689.533203,	909.018250,	1044.367798,	529.010437,	921.733032,	1685.968506,	907.421509,	1226.881470,	293.696808,	852.073242,	544.799133,	493.154419,	1554.816406,	909.543701,	896.833496,	1333.893066,	854.624878,	899.578918,	1095.505859,	1024.073853,	681.417603,	681.117371,	773.265259,	1217.979980,	1247.975952,	255.588577,	689.278931,	1009.725708,	909.543701,	912.543091,	1364.609863,	681.417603,	1215.853516,	687.479675,	1162.156616,	1303.080200,	1839.195312,	230.325500,	800.827515,	882.397095,	903.443848,	754.759460,	897.585327,	766.770081,	1879.565308,	368.972870,	1198.363525,	1408.654175,	692.852661,	637.593323,	1397.269653,	690.734131,	1060.913086,	910.523376,	921.733032,	1029.622192,	1586.529541,	1252.986450,	673.923218,	326.725098,	1430.919434,	899.578918,	959.165527,	0.000000,	1241.384399,	226.967773,	1873.199707,	1475.492554,	488.741180,	1471.793213,	1365.448364,	491.448547,	912.825256,	912.825256,	1685.968506,	908.287231,	734.127014,	501.450439,	905.519836,	]
[ 2124.044434,	2561.590088,	512.348450,	323.001190,	2400.871094,	2459.401367,	136.814194,	118.902367,	756.928833,	57.033001,	617.436401,	1007.560791,	2461.619629,	35.607788,	99.764519,	774.992981,	170.057434,	2495.380127,	754.998108,	658.163513,	514.042419,	2538.749756,	1008.914368,	201.454514,	758.399841,	1027.944702,	2561.590088,	1022.415833,	17.918667,	1525.465820,	449.592163,	704.269714,	792.597534,	2525.884521,	1012.808655,	831.921021,	105.783997,	447.637360,	1625.331543,	159.381821,	222.137756,	653.444275,	1055.508301,	623.792358,	24.254990,	40.323326,	1408.716431,	917.409546,	331.998169,	1012.808655,	1015.916199,	139.913300,	653.444275,	1969.381592,	920.152832,	119.952232,	61.925522,	2437.533691,	1377.621948,	486.769531,	535.032288,	1627.280273,	725.353943,	1016.360168,	738.562378,	2393.768066,	1328.184204,	47.693668,	169.874176,	604.423340,	756.217896,	205.239227,	921.203125,	185.134399,	412.762817,	1027.944702,	220.605850,	2398.805420,	28.234684,	1150.980225,	1564.374512,	197.814835,	1625.331543,	318.316467,	1241.384399,	0.000000,	1380.441040,	2393.211426,	2465.631592,	891.707825,	2465.828125,	164.518570,	805.841187,	1013.777222,	1013.777222,	2561.590088,	1002.288818,	720.139587,	888.044678,	1017.806274,	]
[ 822.166748,	1459.081055,	938.578979,	1067.020874,	1677.188354,	1251.938843,	1453.548950,	1474.213623,	720.936096,	1437.094482,	914.183044,	861.281128,	1626.829468,	1352.598755,	1480.204590,	611.078247,	1541.760010,	1431.725830,	714.652100,	725.313110,	966.741943,	1463.051392,	858.072327,	1191.784180,	722.328308,	866.133728,	1459.081055,	853.034302,	1367.547119,	188.041504,	1028.659180,	677.364990,	592.149536,	1329.241699,	857.614807,	891.029114,	1465.040283,	1031.202881,	701.909302,	1226.580933,	1172.379883,	763.459167,	620.911682,	840.174744,	1358.158936,	1381.371094,	31.003719,	674.493958,	1112.811279,	857.614807,	859.855774,	1493.478760,	763.459167,	1000.196899,	671.985901,	1314.479370,	1440.830688,	1627.069336,	7.420438,	909.685181,	954.555969,	705.835449,	792.751526,	844.658630,	798.690369,	1675.236206,	199.929596,	1340.735840,	1542.281860,	878.323730,	691.222656,	1516.480713,	674.512512,	1207.973877,	1011.859253,	866.133728,	1180.097778,	1361.680420,	1395.472290,	582.168030,	236.502258,	1560.746094,	701.909302,	1122.833130,	226.967773,	1380.441040,	0.000000,	1668.364136,	1250.569946,	531.114075,	1247.083130,	1488.408325,	690.981873,	860.681274,	860.681274,	1459.081055,	859.016785,	777.605835,	540.730713,	852.286133,	]
[ 1213.513916,	701.224426,	1916.999023,	2124.900635,	8.862836,	936.557922,	2363.004883,	2409.085205,	2168.011230,	2429.507568,	2314.063477,	1392.491821,	186.168121,	2388.675049,	2465.296875,	1960.703491,	2472.734863,	613.881165,	2156.631348,	1931.629395,	1899.316772,	641.758301,	1391.626587,	2308.708984,	2171.464355,	1371.377441,	701.224426,	1378.906128,	2392.620605,	1762.414795,	2325.768555,	1968.029175,	1851.403564,	914.421814,	1387.793701,	1566.912354,	2409.328125,	2327.539307,	974.297974,	2256.298828,	2300.107666,	1852.458984,	1427.107910,	1824.366455,	2383.930664,	2365.524658,	1649.063110,	1548.869385,	2069.561035,	1387.793701,	1384.333862,	2416.393311,	1852.458984,	685.853577,	1547.092896,	2414.127686,	2427.202637,	143.185669,	1662.435059,	1996.178467,	1878.204346,	970.477112,	1717.015991,	1386.400024,	1697.384033,	11.033512,	1505.378662,	2383.126465,	2474.699463,	2254.807373,	1751.630249,	2380.670898,	1544.498779,	2317.644043,	2014.042969,	1371.377441,	2314.897949,	566.094482,	2420.601807,	1354.495850,	1788.740723,	2466.863770,	974.297974,	2335.389160,	1873.199707,	2393.211426,	1668.364136,	0.000000,	956.162598,	1710.565552,	965.661255,	2382.101562,	2169.082520,	1386.350952,	1386.350952,	701.224426,	1398.128662,	1732.946167,	1703.468994,	1383.643555,	]
[ 455.235504,	310.676849,	1955.285156,	2145.992920,	961.383545,	19.666780,	2492.374756,	2527.823975,	1947.240601,	2516.630615,	2134.562988,	1542.462646,	791.939941,	2447.043701,	2559.365234,	1787.607422,	2598.638672,	362.289307,	1938.912964,	1841.096802,	1960.427979,	355.931000,	1539.756226,	2312.498291,	1949.379883,	1528.123535,	310.676849,	1526.120117,	2457.776611,	1238.165405,	2217.505371,	1832.100342,	1716.712158,	85.295029,	1536.324219,	1695.225586,	2522.696045,	2219.896729,	862.854980,	2307.125244,	2296.674316,	1816.686646,	1418.422363,	1842.800537,	2447.994385,	2452.369141,	1220.755127,	1554.382080,	2141.887939,	1536.324219,	1534.878784,	2542.541260,	1816.686646,	596.638672,	1551.478760,	2436.411621,	2517.668457,	825.383240,	1248.329224,	1984.780273,	1940.680176,	861.933228,	1745.581909,	1527.063843,	1735.506958,	967.182556,	1192.576294,	2437.334229,	2599.923096,	2088.700195,	1711.060791,	2537.005371,	1550.944702,	2326.527344,	2053.376465,	1528.123535,	2308.370117,	390.081604,	2487.872314,	1321.776001,	1239.232056,	2606.510986,	862.854980,	2282.306641,	1475.492554,	2465.631592,	1250.569946,	956.162598,	0.000000,	1591.016846,	9.749575,	2521.994385,	1925.442139,	1537.053345,	1537.053345,	310.676849,	1545.662476,	1747.771118,	1591.629761,	1529.569580,	]
[ 1232.680054,	1722.254395,	412.287567,	568.863342,	1719.194458,	1586.564087,	945.288025,	971.955994,	463.235016,	946.215210,	604.742493,	470.181702,	1728.850586,	868.762085,	989.773621,	251.736343,	1041.911499,	1668.108398,	451.427979,	250.727493,	437.225128,	1708.289307,	468.065735,	724.079712,	466.941681,	485.637634,	1722.254395,	471.114227,	881.453430,	707.563171,	642.434998,	261.054413,	141.535233,	1656.830688,	469.805298,	414.969513,	964.321411,	644.612122,	796.814819,	732.661865,	707.414917,	242.333115,	296.901489,	309.578339,	871.696228,	885.320435,	554.238220,	229.501984,	594.337219,	469.805298,	473.502563,	989.709290,	242.333115,	1154.331177,	228.875977,	848.913757,	948.628906,	1715.146973,	526.289368,	405.130707,	424.126709,	799.672546,	268.426880,	460.326416,	278.785278,	1714.333008,	439.108276,	858.032715,	1042.761597,	546.820129,	160.113663,	1003.259338,	232.525604,	738.731506,	494.887878,	485.637634,	718.558167,	1578.340210,	911.046997,	356.457947,	753.993103,	1056.750244,	796.814819,	692.813904,	488.741180,	891.707825,	531.114075,	1710.565552,	1591.016846,	0.000000,	1590.332886,	978.901184,	473.334686,	473.054840,	473.054840,	1722.254395,	465.279388,	250.061646,	13.469166,	467.873199,	]
[ 449.418274,	320.054932,	1955.698853,	2145.984131,	970.898376,	29.109634,	2493.134033,	2528.442871,	1944.876099,	2516.933594,	2132.431885,	1544.754883,	801.612061,	2447.112061,	2559.702637,	1785.989380,	2599.270996,	372.032227,	1936.592529,	1840.302979,	1961.072876,	365.552155,	1542.035645,	2312.127930,	1946.998169,	1530.516357,	320.054932,	1528.421021,	2457.905273,	1233.326294,	2216.050049,	1830.825195,	1715.632324,	92.402115,	1538.615479,	1696.989014,	2523.264404,	2218.445312,	864.920044,	2307.250732,	2296.244629,	1816.520752,	1419.348022,	1843.170410,	2448.120850,	2452.727051,	1217.205444,	1555.140991,	2142.417725,	1538.615479,	1537.193726,	2543.223389,	1816.520752,	601.741821,	1552.231934,	2436.114746,	2518.004883,	835.006165,	1244.894897,	1984.630493,	1941.367188,	864.040833,	1746.217651,	1529.295898,	1736.260986,	976.679932,	1190.581787,	2437.368164,	2600.547363,	2086.764404,	1711.018799,	2538.001953,	1551.721069,	2326.196045,	2053.670898,	1530.516357,	2307.895996,	399.597534,	2487.995605,	1322.704346,	1234.059570,	2607.277832,	864.920044,	2281.369385,	1471.793213,	2465.828125,	1247.083130,	965.661255,	9.749575,	1590.332886,	0.000000,	2522.835693,	1922.852051,	1539.364990,	1539.364990,	320.054932,	1547.922974,	1748.257812,	1591.030396,	1531.849487,	]
[ 2201.812500,	2598.048828,	574.432434,	422.364807,	2389.415771,	2514.538818,	35.627499,	54.225658,	902.154236,	130.270020,	774.469666,	1019.560730,	2462.833008,	199.341492,	128.150803,	895.639038,	92.122032,	2527.236572,	899.099487,	763.518860,	563.277832,	2571.564941,	1021.400391,	351.639709,	903.967285,	1038.625610,	2598.048828,	1035.342773,	182.292526,	1642.701416,	607.547852,	821.459351,	896.264771,	2578.137695,	1025.257446,	847.541321,	66.167709,	605.745178,	1668.606323,	272.138214,	371.532379,	736.574463,	1103.647095,	686.656006,	186.225006,	135.084091,	1515.454834,	967.790649,	386.689667,	1025.257446,	1027.914307,	43.736919,	736.574463,	2002.310059,	970.715759,	284.361603,	122.148277,	2436.180176,	1484.991455,	579.350220,	582.348755,	1670.207397,	777.668762,	1030.812378,	786.737427,	2381.852051,	1417.961914,	210.335510,	94.296143,	756.557861,	831.062988,	40.721104,	971.168213,	336.583801,	484.235352,	1038.625610,	373.460938,	2428.826172,	176.058823,	1200.283203,	1683.623169,	86.430023,	1668.606323,	476.648773,	1365.448364,	164.518570,	1488.408325,	2382.101562,	2521.994385,	978.901184,	2522.835693,	0.000000,	951.594177,	1025.699585,	1025.699585,	2598.048828,	1014.817810,	777.836304,	973.319336,	1030.980225,	]
[ 1510.715820,	2103.780762,	579.014038,	565.101990,	2177.822021,	1924.825684,	916.483948,	919.558899,	49.567448,	861.181885,	229.495712,	920.029968,	2173.324219,	771.841309,	899.706543,	228.392975,	975.834717,	2062.178223,	54.728252,	349.219971,	623.829712,	2098.626953,	918.552002,	604.573792,	47.626980,	938.295044,	2103.780762,	924.456421,	789.318481,	784.254395,	375.165192,	265.483704,	346.157532,	2000.388672,	921.013123,	813.533691,	907.557556,	377.630341,	1220.995850,	682.268860,	583.954712,	465.209412,	770.234558,	560.425110,	781.599426,	821.612793,	721.984680,	686.383667,	662.684875,	921.013123,	924.956238,	940.819763,	465.209412,	1572.473755,	686.693909,	708.748474,	867.184509,	2163.209961,	691.337646,	478.383850,	627.993591,	1224.362427,	614.967346,	913.699890,	636.664917,	2173.492920,	738.431458,	759.235657,	975.578796,	210.478882,	509.091888,	988.477844,	690.222595,	620.766846,	582.743164,	938.295044,	585.356079,	1980.142578,	811.445740,	823.974915,	813.712463,	1003.133179,	1220.995850,	496.744293,	491.448547,	805.841187,	690.981873,	2169.082520,	1925.442139,	473.334686,	1922.852051,	951.594177,	0.000000,	924.046814,	924.046814,	2103.780762,	914.484680,	589.031555,	483.437073,	920.562256,	]
[ 1294.832764,	1580.142090,	532.178833,	739.088928,	1394.295166,	1526.968628,	1001.487244,	1044.187378,	902.427063,	1054.376221,	995.852783,	6.216541,	1448.029663,	1006.404968,	1092.844604,	695.914490,	1112.028442,	1505.691895,	890.461914,	603.261597,	512.986694,	1550.595093,	5.751224,	922.737793,	906.403442,	15.610035,	1580.142090,	11.071518,	1011.652649,	1047.943359,	967.296631,	668.354797,	579.041870,	1583.636108,	3.311486,	181.910477,	1042.385132,	968.690735,	674.972412,	871.465027,	914.691650,	499.740448,	239.882492,	448.138489,	1002.630554,	989.197632,	870.718445,	243.725433,	685.255310,	3.311486,	2.233199,	1054.644165,	499.740448,	984.264893,	244.227692,	1028.116211,	1052.989624,	1424.554199,	853.709167,	619.760803,	491.904602,	675.669128,	346.180603,	16.058212,	324.190094,	1387.666626,	681.693542,	1000.109436,	1113.747681,	934.252563,	420.683624,	1032.386963,	240.575165,	931.421204,	627.945007,	15.610035,	929.616455,	1406.313599,	1040.459351,	294.914459,	1096.230103,	1112.124512,	674.972412,	957.574829,	912.825256,	1013.777222,	860.681274,	1386.350952,	1537.053345,	473.054840,	1539.364990,	1025.699585,	924.046814,	0.000000,	0.000000,	1580.142090,	11.819684,	367.270416,	460.194427,	9.016105,	]
[ 1294.832764,	1580.142090,	532.178833,	739.088928,	1394.295166,	1526.968628,	1001.487244,	1044.187378,	902.427063,	1054.376221,	995.852783,	6.216541,	1448.029663,	1006.404968,	1092.844604,	695.914490,	1112.028442,	1505.691895,	890.461914,	603.261597,	512.986694,	1550.595093,	5.751224,	922.737793,	906.403442,	15.610035,	1580.142090,	11.071518,	1011.652649,	1047.943359,	967.296631,	668.354797,	579.041870,	1583.636108,	3.311486,	181.910477,	1042.385132,	968.690735,	674.972412,	871.465027,	914.691650,	499.740448,	239.882492,	448.138489,	1002.630554,	989.197632,	870.718445,	243.725433,	685.255310,	3.311486,	2.233199,	1054.644165,	499.740448,	984.264893,	244.227692,	1028.116211,	1052.989624,	1424.554199,	853.709167,	619.760803,	491.904602,	675.669128,	346.180603,	16.058212,	324.190094,	1387.666626,	681.693542,	1000.109436,	1113.747681,	934.252563,	420.683624,	1032.386963,	240.575165,	931.421204,	627.945007,	15.610035,	929.616455,	1406.313599,	1040.459351,	294.914459,	1096.230103,	1112.124512,	674.972412,	957.574829,	912.825256,	1013.777222,	860.681274,	1386.350952,	1537.053345,	473.054840,	1539.364990,	1025.699585,	924.046814,	0.000000,	0.000000,	1580.142090,	11.819684,	367.270416,	460.194427,	9.016105,	]
[ 728.150269,	0.000000,	2049.903076,	2250.923584,	704.782959,	294.518921,	2571.170898,	2610.596436,	2119.501465,	2609.004150,	2299.028809,	1586.057007,	521.355957,	2546.966553,	2650.363037,	1941.698975,	2680.442871,	96.468300,	2110.094727,	1971.913696,	2048.091064,	59.527020,	1583.811401,	2426.395264,	2122.070312,	1568.807129,	0.000000,	1569.787109,	2555.820068,	1477.160645,	2362.916260,	1976.359009,	1857.055786,	239.932465,	1580.078735,	1752.597778,	2607.046875,	2365.174072,	937.396118,	2406.555664,	2412.432129,	1930.000366,	1506.755493,	1940.164185,	2546.187500,	2543.626221,	1431.204834,	1644.862793,	2230.909424,	1580.078735,	1577.909668,	2623.271484,	1930.000366,	596.249268,	1642.186768,	2547.141357,	2609.028320,	560.604980,	1455.645264,	2095.555176,	2027.337524,	935.252441,	1836.476074,	1572.897217,	1823.033203,	712.103210,	1365.987183,	2538.346924,	2681.961914,	2248.308838,	1822.294922,	2608.169922,	1640.974121,	2439.166992,	2150.371094,	1568.807129,	2425.305420,	190.480606,	2585.830078,	1412.339722,	1485.277344,	2684.156982,	937.396118,	2412.691650,	1685.968506,	2561.590088,	1459.081055,	701.224426,	310.676849,	1722.254395,	320.054932,	2598.048828,	2103.780762,	1580.142090,	1580.142090,	0.000000,	1590.202637,	1843.048950,	1720.505493,	1573.827515,	]
[ 1300.882568,	1590.202637,	520.359253,	727.277771,	1406.075806,	1535.668701,	990.488464,	1033.088013,	892.533142,	1043.006104,	984.952087,	5.970394,	1459.588501,	994.826233,	1081.538940,	686.458008,	1101.009644,	1515.997070,	880.576233,	592.580811,	501.200165,	1560.859985,	6.631558,	910.931885,	896.512756,	27.294670,	1590.202637,	20.539604,	1000.116455,	1046.477539,	955.776184,	658.202515,	569.775635,	1592.614746,	10.526392,	170.378342,	1031.234375,	957.164368,	683.312622,	859.796204,	902.876343,	488.619843,	238.119400,	436.471161,	991.084534,	977.805542,	869.453918,	235.795059,	673.625671,	10.526392,	13.794898,	1043.619873,	488.619843,	994.225830,	236.407288,	1016.379517,	1041.644897,	1436.173950,	852.080322,	608.041199,	480.112823,	684.057068,	334.738892,	19.143028,	312.696411,	1399.452026,	681.429810,	988.505127,	1102.722534,	923.357727,	410.360962,	1021.696716,	232.759186,	919.625549,	616.140747,	27.294670,	917.800049,	1416.692017,	1028.946045,	296.630524,	1094.806763,	1101.245972,	683.312622,	945.799988,	908.287231,	1002.288818,	859.016785,	1398.128662,	1545.662476,	465.279388,	1547.922974,	1014.817810,	914.484680,	11.819684,	11.819684,	1590.202637,	0.000000,	355.967072,	452.344391,	16.377317,	]
[ 1426.343750,	1843.048950,	207.908279,	409.057587,	1741.178833,	1741.035278,	746.832397,	780.596069,	559.154602,	769.695374,	631.620178,	361.930054,	1778.208252,	704.194397,	812.107666,	371.765015,	851.484863,	1778.952148,	547.601807,	245.792877,	214.707626,	1821.758301,	361.522522,	589.125488,	563.147217,	382.817841,	1843.048950,	371.354004,	713.545227,	956.729980,	601.373901,	323.706940,	271.543488,	1806.614990,	364.841949,	225.971512,	775.149109,	602.856934,	905.919983,	563.697632,	577.355530,	134.163391,	336.333679,	97.218895,	703.848938,	705.021484,	799.208496,	198.378860,	394.226196,	364.841949,	368.797943,	795.896179,	134.163391,	1253.714111,	200.991409,	706.253052,	770.441956,	1758.598022,	772.410645,	264.108459,	196.437469,	907.963257,	25.994631,	361.711700,	47.907608,	1735.128418,	662.967834,	695.396912,	852.706421,	570.210693,	98.068138,	796.490417,	202.365387,	600.590637,	307.620087,	382.817841,	591.327759,	1683.640869,	743.635010,	431.071686,	1003.464539,	860.876343,	905.919983,	602.594299,	734.127014,	720.139587,	777.605835,	1732.946167,	1747.771118,	250.061646,	1748.257812,	777.836304,	589.031555,	367.270416,	367.270416,	1843.048950,	355.967072,	0.000000,	238.906494,	366.762970,	]
[ 1236.034546,	1720.505493,	405.029053,	565.070068,	1712.083740,	1587.010376,	939.861877,	967.067688,	472.371307,	942.307739,	611.128235,	457.274719,	1723.070801,	865.508362,	985.845947,	260.398254,	1037.163574,	1665.714478,	460.519165,	251.565140,	428.977234,	1706.076782,	455.181000,	722.289062,	476.109009,	472.857574,	1720.505493,	458.351349,	878.008972,	718.103210,	645.505432,	266.352295,	147.949829,	1656.978516,	456.950500,	401.562897,	959.577637,	647.654724,	793.415466,	728.852417,	705.857788,	236.912491,	287.062347,	300.932556,	868.239319,	881.074951,	563.487305,	216.549377,	588.155151,	456.950500,	460.661041,	984.666443,	236.912491,	1150.868408,	215.974091,	846.968567,	944.613892,	1709.064697,	535.806213,	401.285217,	415.468628,	796.228394,	256.746124,	447.554810,	266.626160,	1707.164795,	444.718964,	854.881653,	1038.040894,	552.782166,	150.788986,	997.269775,	219.625824,	736.796082,	489.122223,	472.857574,	717.197266,	1575.561035,	907.681702,	349.030823,	764.687439,	1051.625000,	793.415466,	693.441528,	501.450439,	888.044678,	540.730713,	1703.468994,	1591.629761,	13.469166,	1591.030396,	973.319336,	483.437073,	460.194427,	460.194427,	1720.505493,	452.344391,	238.906494,	0.000000,	455.078430,	]
[ 1286.249634,	1573.827515,	534.213501,	741.467651,	1391.612549,	1519.542236,	1006.576782,	1049.097900,	899.358154,	1058.716431,	994.354797,	13.044288,	1444.254761,	1010.151184,	1097.335083,	692.328552,	1117.082397,	1499.646362,	887.383118,	601.401978,	515.701233,	1544.503052,	10.186664,	925.195312,	903.330017,	17.846766,	1573.827515,	4.753555,	1015.538208,	1039.488525,	967.330994,	665.661865,	575.258667,	1576.397095,	6.991482,	185.907364,	1047.198608,	968.745178,	667.320435,	874.867798,	916.967590,	498.756866,	231.595688,	448.812225,	1006.485168,	993.485046,	862.215332,	238.797668,	688.827881,	6.991482,	7.667597,	1059.688965,	498.756866,	977.848572,	239.206131,	1031.168701,	1057.390747,	1420.997437,	845.304260,	620.675232,	494.568970,	668.044922,	346.064606,	7.937030,	324.245667,	1385.028687,	672.971191,	1003.765503,	1118.790405,	932.747375,	418.294464,	1037.951050,	235.553772,	934.011169,	630.444458,	17.846766,	931.859619,	1400.354858,	1044.414307,	285.942505,	1087.762939,	1117.409668,	667.320435,	958.844788,	905.519836,	1017.806274,	852.286133,	1383.643555,	1529.569580,	467.873199,	1531.849487,	1030.980225,	920.562256,	9.016105,	9.016105,	1573.827515,	16.377317,	366.762970,	455.078430,	0.000000,	]
];
